"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","사업개시예정일","사업구분명","인가상태명","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"466","대청주유소","서울특별시 강남구 일원동 624-8번지 ","서울특별시 강남구 개포로 654 (일원동)","19920414","운영중","","","","","360.8","","19920414","주유소","","02 2267806","207453.52299300000  ","443942.71481700000  ","신규등록"
"467","(주)한진도곡주유소","서울특별시 강남구 도곡동 546-3번지 ","서울특별시 강남구 도곡로 162 (도곡동)","19920414","운영중","","","","","885.2","","20060421","주유소","","02 5625180","203334.16186500000  ","443511.09037600000  ","신규등록"
"468","SK네트웍스(주)금성주유소","서울특별시 강남구 삼성동 169-17번지 ","서울특별시 강남구 테헤란로 619 (삼성동)","19881017","운영중","","","","","839.52","","19881017","주유소","","5086572","205757.08262600000  ","445606.60830200000  ","신규등록"
"469","(주)에스에스모터스 논현주유소 지점","서울특별시 강남구 논현동 8-11번지 ","서울특별시 강남구 논현로 747 (논현동)","19890523","운영중","","","","","527.1","","19890523","주유소","","02 5110955","202496.93326400000  ","446561.45661500000  ","신규등록"
"470","지에스칼텍스(주)역삼주유소","서울특별시 강남구 역삼동 726-13번지 ","서울특별시 강남구 논현로 426 (역삼동)","19890523","운영중","","","","","705.7","","20060614","주유소","","02 5632835","203415.66947500000  ","444324.06561400000  ","신규등록"
"471","SK네트웍스(주)진달래주유소","서울특별시 강남구 도곡동 543-2번지 SK 진달래주유소 ","서울특별시 강남구 도곡로 208 (도곡동)","19890620","운영중","","","","","","","20050628","주유소","","34620018","203711.46230600000  ","443643.91420600000  ","신규등록"
"472","SK네트웍스(주)오천주유소","서울특별시 강남구 삼성동 71-9번지 ","서울특별시 강남구 봉은사로 503 (삼성동)","19900424","운영중","","","","","2013.3","","20060509","주유소","","0234497180","204756.30742300000  ","446004.85362500000  ","신규등록"
"473","일원주유소","서울특별시 강남구 일원동 645-13번지 ","서울특별시 강남구 양재대로55길 3 (일원동)","19900124","운영중","","","","","350.6","","19900124","주유소","","02 2265188","207766.35051500000  ","443515.31538700000  ","신규등록"
"474","대성석유(주) 동호주유소","서울특별시 강남구 삼성동 97-1번지 ","서울특별시 강남구 봉은사로113길 51 (삼성동)","19780128","운영중","","20140530","20140930","","1352.97","","20060704","주유소","","0254500720","205717.61973300000  ","446560.82887400000  ","휴지사업재개"
"475","(주)새서울 주유소","서울특별시 강남구 신사동 575-1번지 ","서울특별시 강남구 압구정로 154 (신사동)","19810902","운영중","","","","","1027","","19810902","주유소","","02 5421140","202344.79813900000  ","447371.21145100000  ","신규등록"
"476","동일석유(주)직영 남부주유소","서울특별시 강남구 개포동 167-9번지 ","서울특별시 강남구 선릉로 34 (개포동)","19841226","운영중","","","","","633.6","","19841226","주유소","","02 5767447","205376.37977800000  ","442602.06353900000  ","신규등록"
"477","현대오일뱅크(주)직영 한양주유소","서울특별시 강남구 신사동 638번지 ","서울특별시 강남구 압구정로 302 (신사동)","19860620","운영중","","20110723","20110920","20110922","487.3","","20051201","주유소","","34440804","203019.53652300000  ","447702.03394700000  ","신규등록"
"478","삼성로주유소","서울특별시 강남구 역삼동 679번지 ","서울특별시 강남구 삼성로 563 (삼성동)","20090113","운영중","","","","","1506.1","","20090113","주유소","","5385138","204740.48216000000  ","445806.05774000000  ","신규등록"
"479","오일프러스주유소","서울특별시 강남구 도곡동 910-2번지 ","서울특별시 강남구 남부순환로 2651 (도곡동)","19941202","운영중","","","","","","","19951002","주유소","","0234625100","203528.12845200000  ","442935.15024900000  ","신규등록"
"480","(주)동하석유힐탑주유소","서울특별시 강남구 논현동 221-15번지 ","서울특별시 강남구 논현로 640 (논현동)","19931229","운영중","","20150323","20150430","","958.2","","19931229","주유소","","02 5444075","202894.17494700000  ","445696.04072600000  ","영업개시"
"481","자곡셀프주유소","서울특별시 강남구 자곡동 210번지 ","서울특별시 강남구 밤고개로 120 (자곡동)","19970924","운영중","","","","20160601","1399","","20060210","주유소","","02 4455840","209199.33495300000  ","442681.64991900000  ","신규등록"
"482","(주)정원이디에쓰 산성셀프주유소","서울특별시 강남구 세곡동 20-8번지 ","서울특별시 강남구 헌릉로 730 (세곡동)","19940621","운영중","","","","","1557","","19940621","주유소","","02 2264963","210533.11125400000  ","440799.02874500000  ","신규등록"
"483","외발산동주유소","서울특별시 강서구 외발산동 379번지 외 5필지(379-3254-10384-4380-1382-1) ","","20170828","운영중","","","","","1676","","20180827","주유소","","02  26627837","183746.314676       ","449036.028071       ","신규등록"
"484","삼영주유소","서울특별시 동대문구 장안동 387-1번지 ","서울특별시 동대문구 답십리로 258 (장안동)","19931230","운영중","","","","","825.5","","19931230","주유소","","0222172017","206082.64369100000  ","452535.21437400000  ","신규등록"
"485","열린주유소","서울특별시 동대문구 휘경동 43-79번지 85 ","서울특별시 동대문구 한천로 263 (휘경동)","19940221","운영중","","","","","297","","19940221","주유소","","0222156542","205978.26083700000  ","453872.42982800000  ","신규등록"
"486","(주)재건에너지 재정제2주유소","서울특별시 동대문구 전농동 295-12번지 ","","19940514","운영중","","","","","867","","19940514","주유소","","0222436477","204846.262255       ","452620.967625       ","신규등록"
"487","삼미상사(주) 장안킹셀프주유소","서울특별시 동대문구 장안동 164-2번지 ","서울특별시 동대문구 한천로 100 (장안동)","19950612","운영중","","20170222","20170730","20170812","1589.8","","19950612","주유소","","0222427115","205748.57209900000  ","452299.95818200000  ","휴지사업재개"
"488","한영주유소","서울특별시 동대문구 휘경동 317-87번지 한영오일뱅크 ","서울특별시 동대문구 망우로 38 한영오일뱅크 (휘경동)","19920420","운영중","","","","","416","","19920420","주유소","","0222149890","204998.274216       ","454012.659075       ","신규등록"
"489","신성주유소","서울특별시 동대문구 장안동 430-8번지 ","","19920420","운영중","","","","","447.13","","19920420","주유소","","0222174574","205766.05862        ","451324.249314       ","신규등록"
"490","배봉로주유소","서울특별시 동대문구 전농동 581-24번지 67 ","","19920420","운영중","","","","","510","","19920420","주유소","","0222420556","204439.700906       ","453080.827647       ","신규등록"
"491","(주)에프알앤디 답십리주유소","서울특별시 동대문구 답십리동 3-39번지 ","서울특별시 동대문구 답십리로 223 (답십리동)","19920430","운영중","","","","","365.2","","19920430","주유소","","0222178629","205745.15432200000  ","452608.27827500000  ","신규등록"
"492","웰컴주유소","서울특별시 동대문구 이문동 97-7번지 15 ","서울특별시 동대문구 한천로 414 (이문동)","19930522","운영중","","20110216","20110331","20110314","208","","19930522","주유소","","02 9656391","206008.53070800000  ","455332.47696800000  ","휴지사업재개"
"493","재원에너지(주) 용일주유소","서울특별시 동대문구 용두동 729-2번지 ","","19930616","운영중","","","","","529","","19930616","주유소","","02 9260101","202410.388286       ","453236.227625       ","신규등록"
"494","능주주유소","서울특별시 동대문구 신설동 92-67번지 ","서울특별시 동대문구 청계천로 431 (신설동)","19931216","운영중","","","","","822.5","","19931216","주유소","","0222324245","202228.40560800000  ","452454.98039900000  ","신규등록"
"495","동일석유(주) 강남주유소","서울특별시 동대문구 전농동 295-478번지 ","서울특별시 동대문구 사가정로 103 (전농동)","19870820","운영중","","20090410","20091231","20090630","822","","19870820","주유소","","02  22480051","204994.19495100000  ","453065.52236600000  ","영업개시"
"496","오동나무주유소","서울특별시 동대문구 답십리동 2-51번지 ","서울특별시 동대문구 한천로 81 (답십리동)","19890612","운영중","","","","","386","","20010912","주유소","","0222475132","205606.64307500000  ","452158.02032900000  ","신규등록"
"497","대성산업(주) 동마장주유소","서울특별시 동대문구 용두동 40-9번지 ","서울특별시 동대문구 고산자로 405 (용두동)","19760526","운영중","","","","","2513","","19760526","주유소","","02 9665451","203331.94710200000  ","452924.86912500000  ","신규등록"
"498","풍한주유소","서울특별시 동대문구 제기동 136-237번지 ","서울특별시 동대문구 안암로 168 (제기동)","19760531","운영중","","20110801","20120131","20111210","650","","19760531","주유소","","02 9233900","203178.91039400000  ","454406.03317700000  ","휴지사업재개"
"499","재정주유소","서울특별시 동대문구 전농동 26-5번지 ","서울특별시 동대문구 전농로 121 (전농동)","19760427","운영중","","20120822","20121022","20121022","393","","19760427","주유소","","0222443362","205078.68285900000  ","452915.80646800000  ","휴지사업재개"
"500","(주)홍릉주유소","서울특별시 동대문구 청량리동 205-86번지 ","서울특별시 동대문구 홍릉로 87 (청량리동)","19760524","운영중","","","","","630","","19760524","주유소","","02 9669190","203765.77072000000  ","454291.18787500000  ","신규등록"
"501","대성산업(주) 청량리주유소","서울특별시 동대문구 청량리동 18-46번지 ","서울특별시 동대문구 왕산로 289 (청량리동)","19760526","운영중","","","","","961.25","","19760526","주유소","","02 9662714","204568.70763900000  ","454102.48656800000  ","신규등록"
"502","(주) 파랑에너지","서울특별시 동대문구 휘경동 34-10번지 ","서울특별시 동대문구 망우로 126 (휘경동)","19760526","운영중","","20110812","20120213","","873","","19760526","주유소","","0222443128","205937.15051400000  ","454633.85983100000  ","휴지사업재개"
"503","경동주유소","서울특별시 동대문구 이문동 255-119번지 ","서울특별시 동대문구 이문로 191 (이문동)","20021204","운영중","","","","","526","","20021204","주유소","","02   9664851","205457.20264900000  ","456009.62251100000  ","신규등록"
"504","SK네트웍스(주) 스피드주유소","서울특별시 동대문구 장안동 466-8번지 ","서울특별시 동대문구 천호대로 453 (장안동)","19931216","운영중","","","","","844.6","","20030718","주유소","","0222165151","206145.17452900000  ","451301.81441000000  ","신규등록"
"505","(주)안국에너지 삼원주유소","서울특별시 동대문구 휘경동 275-6번지 ","서울특별시 동대문구 망우로 90 (휘경동)","20060414","운영중","","","","","588","","20060414","주유소","","0222441972","205584.90778100000  ","454515.23646800000  ","신규등록"
"506","(주) 블루에너지","서울특별시 영등포구 대림동 667-13번지 ","서울특별시 영등포구 가마산로 367 (대림동)","20180220","운영중","","","","","756.9","","20180221","주유소","","02  843 5151","191050.56418100000  ","444691.70155700000  ","신규등록"
"507","신일주유소","서울특별시 중랑구 망우동 523-4번지 ","서울특별시 중랑구 상봉로 58 (망우동)","20170824","운영중","","","","","930.8","","20170909","주유소","","02  436 3651","208293.08931300000  ","454609.32171500000  ","영업개시"
"508","방이주유소","서울특별시 송파구 방이동 132-1번지 ","서울특별시 송파구 위례성대로12길 38 (방이동)","20031002","운영중","","","","","339","","20031002","주유소","","02 4243051","210680.49985000000  ","445698.22096800000  ","신규등록"
"509","선우상사 삼전주유소","서울특별시 송파구 삼전동 7-8번지 ","서울특별시 송파구 백제고분로 199 (삼전동)","20031002","운영중","","","","","1343","","20031002","주유소","","02 4205101","207896.39252700000  ","445004.74144500000  ","신규등록"
"510","잠실주유소","서울특별시 송파구 송파동 19-1번지 ","서울특별시 송파구 송파대로 442 (송파동)","20031205","운영중","","","","","872.5","","20031205","주유소","","000204145010","209430.35420800000  ","445217.10007400000  ","신규등록"
"511","우리주유소","서울특별시 송파구 가락동 137-9번지 ","서울특별시 송파구 동남로 153 (가락동)","19950125","운영중","","","","","708.9","","19950907","주유소","","0234011588","211265.08698300000  ","443676.17337300000  ","신규등록"
"512","상아주유소","서울특별시 송파구 마천동 49-11번지 12호 ","서울특별시 송파구 거마로 82 (마천동)","20050722","운영중","","20160415","20161231","","","","20050722","주유소","","02 4098251","213076.28650200000  ","444517.76591300000  ","휴지사업재개"
"513","남성대주유소","서울특별시 송파구 장지동 645-13번지 ","서울특별시 송파구 송파대로 52 (장지동)","19960618","운영중","","","","","1764","","19971102","주유소","","000204092211","211280.89663300000  ","441778.32104800000  ","신규등록"
"514","완불주유소","서울특별시 송파구 장지동 608-5번지 ","서울특별시 송파구 송파대로 3 (장지동)","19990310","운영중","","","","","1951","","19990310","주유소","","0234022900","211157.86768300000  ","441311.22991500000  ","신규등록"
"515","진양주유소","서울특별시 송파구 풍납동 401-6번지 ","서울특별시 송파구 올림픽로 499 (풍납동)","20010305","운영중","","","","","","","20010305","주유소","","02  477 1906","210435.93179200000  ","447508.70185200000  ","신규등록"
"516","한강에너지(주)퍼스트주유소","서울특별시 송파구 석촌동 217-17번지 ","서울특별시 송파구 삼학사로 22 (석촌동)","20010726","운영중","","","","","","","20010801","주유소","","02 4253232","208593.67648800000  ","444431.72087700000  ","신규등록"
"517","SK네트웍스(주) 송파주유소","서울특별시 송파구 거여동 26-1번지 ","서울특별시 송파구 거마로 5 (거여동)","19860305","운영중","","","","","920.5","","19860305","주유소","","02 4099836","212764.99482700000  ","443821.27234800000  ","신규등록"
"518","SK네트웍스(주) 올림픽주유소","서울특별시 송파구 오금동 4-1번지 ","서울특별시 송파구 위례성대로 188 (오금동)","19900426","운영중","","","","","1077.4","","19900426","주유소","","02 4489804","211679.01442600000  ","445593.07303500000  ","신규등록"
"519","(주)지에스이앤알송파제일주유소","서울특별시 송파구 석촌동 210-16번지 ","서울특별시 송파구 삼학사로 50 (석촌동)","19931210","운영중","","20111006","20111031","20111113","734","","19931210","주유소","","02 4242900","208597.69442400000  ","444696.52992200000  ","휴지사업재개"
"520","(주)삼정석유 삼정주유소","서울특별시 송파구 삼전동 72-2번지 ","서울특별시 송파구 백제고분로 252 (삼전동)","19930513","운영중","","","","","837.4","","19940318","주유소","","000204125189","208338.22982400000  ","444772.82575400000  ","신규등록"
"521","송파주유소","서울특별시 송파구 송파동 174-16번지 ","서울특별시 송파구 송이로 28 (송파동)","19930601","운영중","","","","","793.4","","19931229","주유소","","000202033737","210294.86918500000  ","444793.84322300000  ","신규등록"
"522","가락로주유소","서울특별시 송파구 석촌동 239-8번지 ","서울특별시 송파구 가락로 47 (석촌동)","19930724","운영중","","","","","1151.5","","19941222","주유소","","000222028484","209005.77823600000  ","444457.94480900000  ","신규등록"
"523","SK네트웍스(주) 서원주유소","서울특별시 송파구 가락동 146-6번지 ","서울특별시 송파구 중대로 154 (가락동)","19931210","운영중","","","","","700.8","","19941110","주유소","","000204025928","211034.46434300000  ","444047.56220700000  ","신규등록"
"524","백제고분로주유소","서울특별시 송파구 방이동 109-6번지 ","서울특별시 송파구 오금로 143 (방이동)","19931210","운영중","","","","","727.27","","19940923","주유소","","000222024049","209827.26718800000  ","445753.87191400000  ","신규등록"
"525","(주)뉴명성산업 남성주유소","서울특별시 송파구 방이동 149-3번지 ","서울특별시 송파구 백제고분로 474 (방이동)","19931210","운영중","","","","","661","","19950314","주유소","","02000000000","210082.57551300000  ","445910.30169600000  ","신규등록"
"526","송파알찬주유소","서울특별시 송파구 삼전동 9-8번지 ","서울특별시 송파구 백제고분로 229 (삼전동)","19931230","운영중","","20090501","20090506","20090507","845","","19960521","주유소","","000204240061","208153.52471700000  ","444903.64560900000  ","휴지사업재개"
"527","(주)삼표에너지훼미리주유소","서울특별시 송파구 문정동 150-21번지 ","서울특별시 송파구 중대로 58 (문정동)","19941202","운영중","","20161026","20170331","20170331","665","","19941220","주유소","","02 4489251","210201.41547600000  ","443537.12635000000  ","휴지사업재개"
"528","(주)유진주유소","서울특별시 송파구 오금동 121-1번지 ","서울특별시 송파구 동남로 325 (오금동)","19950617","운영중","","","","","799.4","","19960913","주유소","","000204063956","212235.83940000000  ","445015.03679100000  ","신규등록"
"529","(주)삼표에너지 아시아주유소","서울특별시 송파구 잠실동 305-11번지 ","서울특별시 송파구 도곡로 438 (잠실동)","19850621","운영중","","20080714","20080930","20080925","2559","","20040901","주유소","","02 4161911","206843.19850300000  ","445018.65308300000  ","휴지사업재개"
"531","대성석유(주)석촌주유소","서울특별시 송파구 석촌동 14-12번지 ","서울특별시 송파구 백제고분로 289 (석촌동)","19890317","운영중","","","","","541","","19890317","주유소","","000204210051","208715.40049300000  ","444829.22925500000  ","신규등록"
"532","인광주유소","서울특별시 송파구 석촌동 295번지 ","서울특별시 송파구 송파대로 397 (석촌동)","19921221","운영중","","","","","575.9","","19930809","주유소","","000204177111","209638.96724300000  ","444813.18298500000  ","신규등록"
"533","서울주유소","서울특별시 송파구 가락동 180-4번지 ","서울특별시 송파구 문정로 153 (가락동)","19920701","운영중","","","","","286.8","","20061124","주유소","","000204070708","212062.15882600000  ","443759.71952900000  ","신규등록"
"534","대성주유소","서울특별시 송파구 마천동 31번지 ","서울특별시 송파구 마천로 230 (마천동)","19920701","운영중","","","","","655.8","","19920701","주유소","","000204311991","212656.85698400000  ","444519.04848200000  ","신규등록"
"535","삼화셀프주유소","서울특별시 송파구 잠실동 222-31번지 ","서울특별시 송파구 백제고분로 125 (잠실동)","19920721","운영중","","","","","628.1","","20030501","주유소","","000202203228","207151.92569200000  ","445245.34894800000  ","신규등록"
"536","제트라인DM주유소","서울특별시 송파구 가락동 36-7번지 ","서울특별시 송파구 중대로 183 (가락동)","19920721","운영중","","","","","311","","19930514","주유소","","000204305151","211086.28071400000  ","444350.12728500000  ","신규등록"
"537","정직한주유소","서울특별시 송파구 거여동 19-4번지 ","서울특별시 송파구 오금로 455 (거여동)","19930513","운영중","","","","","642.6","","19940513","주유소","","02 4431144","212408.95551500000  ","444022.54459600000  ","신규등록"
"538","가든파이브주유소","서울특별시 송파구 장지동 875-1번지 ","서울특별시 송파구 탄천동로 740 (장지동)","20160816","운영중","","","","","2108","","20160816","주유소","","000220051673","210884              ","441548              ","신규등록"
"539","가든5주유소","서울특별시 송파구 장지동 245-21번지 외11필지 ","","20160816","운영중","","","","","2108","","20160817","주유소","","","210877.500027       ","441513.930619       ","신규등록"
